Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
100,0.28099186773503265,-0.6226995198205938,-0.20812225035727522,-0.4930009346588328,-0.5893647569442115,0.8496020970210246,0.35701548596504734,-0.6929095952606542,0.8995998754332507,0.30729952087660933,0.8128621188389601,0.6296288419236122,-0.8289950109220723,-0.5601810401969696,0.7472936051232618,0.6103702654334648,-0.020901593964148132,0.117327383308782,1.277664895788425,-0.5915713888358299,0.5470973811700379,-0.20219265243389406,-0.2176812032272203,1.09877685198719,0.8254163489880298,0.8135096360006385,1.305478807154329,0.02100384163275905,160.7,0
110,-0.23922479786975515,0.8539747110678559,-0.2710404622885425,-0.6130946829083779,1.9123176398399706,1.065227082546918,-1.792045100135215,-0.4467735117899077,1.2049229217785742,-1.196660469213522,0.7706783295231111,0.6670561034697914,-0.6991465780919173,-0.008817046245807649,-2.0900177486302796,1.7704315165667186,-0.3090925091969218,0.8038130513762585,0.6138413414754245,1.3578807880999881,-0.4333034069025602,0.2038227275274671,0.5591092026145276,0.8725415914304794,1.1543543384089239,-0.4773817305753208,-0.6642274433044227,1.3601113662481714,42.67,0
120,0.3109075655980046,1.475356216949552,0.8576596232020194,-0.1599385299634271,-0.01901620790268883,-1.0025293646378088,-0.01851313599238993,-0.2886586389201383,0.3227185603380895,-0.827230943552323,0.5193465142411723,1.5327389130025777,-0.1087601484568576,0.40171172209894146,0.6901439917111125,-0.40122047188583626,0.22409248181041677,0.01259240078179486,0.09767609854883172,-0.7730097838554665,0.024510174258942714,0.49799829124544975,1.4511436077950417,0.9592708260852069,2.1531824575115563,-0.7673475628880495,0.8723206367206782,0.18334200573835174,23.68,0
130,-0.11093193562951016,0.9763091264811027,-1.4528494590723608,0.7840064109141683,-0.1577239582541034,-1.3550579555179323,1.0326004040179766,-1.810131324996016,-1.912706517064219,0.36247645880530205,0.571347510326788,0.9705238200132107,0.7419630165294652,1.476658625429629,0.700242953362419,-0.13229944394246262,-0.07361111579190632,-0.28222118898721094,0.29547752442318337,-1.0973458685666584,0.34092219855895356,-0.08641350683161349,0.27563515788740767,0.27872303497066114,-2.452264601315733,-0.901293818664668,-0.10862866408885558,-0.05548495829767373,432.5,0
140,0.005243699718183166,0.046980593764742055,-0.45006547147924364,0.6228499323474987,-1.0676204293825944,-0.1423794850212935,0.12029563171189886,0.514438834058749,0.7116148780888898,-1.1246420918378692,-1.5341141707356223,1.277676821898509,0.33231401197959165,-0.7484865365565536,1.551151975522523,0.11567463429285867,1.1792971840638264,0.06751848141010895,2.060747924881987,1.7553408424432044,-0.2489641484790735,0.9715709509543554,0.6453759495851475,1.3686315575323487,-0.9649234605801045,0.6860514599984393,1.0584244868495878,-1.7587394864231143,196.73,0
150,0.8860635602461532,-0.13707782104185295,0.20013441917342262,-2.17086582813041,-0.4867144960427494,1.3344456408641356,0.9815473767300812,0.330700557063932,-0.014718258634936664,0.7964054296963266,-0.28138510655108645,-1.6646931961950078,-0.006199139673872496,0.40311932708557713,1.122677684798021,-1.4411957604959986,-0.12291130655145516,-0.07530365475512335,-1.1012519048471119,0.48767327492329376,0.7473680316118015,-0.2906923080310432,2.0550926086214725,-0.31936000753365823,-0.44668347069066705,-0.4756713479686023,-0.8154990732884886,-0.5590254932338569,45.26,0
160,-0.10703035995455783,-1.035242322419374,-0.553649305347182,-1.1978778925888485,1.9647251329163893,0.03526355197172861,-0.6997255079925856,0.213979910734222,-0.11232804969082982,-0.22096959953322298,0.6141667000434252,0.7575077100473051,-0.5305011476105275,-0.57581824064468,-0.275051697151644,-2.301921164735585,-1.5151910621985523,1.3668742674445247,1.6449677135012837,-0.24903603955637832,0.5765569630557664,0.3112501545435361,3.0788808084552377,1.1195749114345768,-0.12791759148076653,-0.9555404406004258,-1.6064463202575725,0.2034636358672231,135.35,0
170,-0.18690512256040892,-0.04779087737353801,-1.0612626329465904,-0.6543733461130157,-0.773224970452823,-0.3507892451728689,0.21822273253109625,0.9105641223710805,1.0553309965464146,0.6536342613353238,-0.8739741194850966,-0.0032959203273537846,2.3743294034923883,1.0145326926872977,-0.440504558873525,1.58203818296378,-0.38806918979741406,-0.6684019683032681,1.395731935928564,-1.3096492900118983,-1.9137775802683563,0.941284578060475,0.02769093161621279,0.1273654785371559,-0.3614228394269773,-0.23849336738405827,-0.4581099028313764,-0.6259929302544003,81.18,0
180,-0.5923939242388692,-0.863990769679816,0.04852162794482699,-0.8309501164110378,0.2704568257798388,-0.05023810944913695,-0.23894804686640975,-0.9075636620415979,-0.5767713305683327,0.755391225825756,0.5009171876243808,-0.977555244798551,0.09933230542922587,0.751387123371789,-1.6694052811213718,0.543360192379935,-0.6626237589458467,0.5705986685931593,-0.7632591565425169,-1.804882100664519,-1.6275424378831627,0.048084946661381994,0.25972250172148187,-0.9043166251044086,0.6385924587773739,-1.6615200622689599,-0.06607979864731657,-1.2110161997624567,266.76,0
190,-0.14855140500704944,-0.4074601376352653,-0.6019686788963846,0.7602510946353603,1.1063291048284427,0.7716381493013362,-0.7233390824512339,2.4338480784024163,-1.770243188341892,-1.0326290690342947,0.1697292843903737,0.08939391914564943,0.48804407937874933,1.5801340950752016,-0.11985091936559887,0.11372946021298058,-0.5945160527242493,0.5883285184606423,-0.31847851065033933,-0.31905702106634304,0.5434831529637776,1.034920927080599,-2.208106551673877,0.36077842467342836,-0.2702033186775383,0.9476169376614091,-0.2501226010745113,1.3010524331622997,189.1,0
200,-1.8707919210258557,-0.35151348404130867,0.0184183791895517,1.6764373122752827,0.32692737376416264,-0.21910052880886424,0.8294055811834892,-2.211135309007885,0.23561455810856594,0.7708651938869668,-1.4785862457798415,1.143754043206929,0.3384964074944141,-0.4152879139008013,0.6327818661062848,2.270692857804396,0.18186625505849516,0.24822058630033608,-0.4593608995402441,-0.8498443694647918,0.8303358165442456,-0.8560838259088672,0.07156623721939247,-0.4776574467651167,0.47897982574639186,0.3336621052869483,1.0375399442578992,-0.510016398854747,56.21,0
210,1.286974963849594,-0.4446375582456402,-0.42740794244947544,-0.5526457733470056,0.9638503187153616,0.9735574475201241,1.385903321291099,1.008602949848836,-1.6322180794285188,0.28096432091819923,-1.058385402847052,-0.5129143749714155,0.17059420358086325,0.8355653983499038,-0.8908433424510777,-2.3247196614524013,0.18053084180543139,2.6435715833985505,-0.20284621967015248,0.046915434950258676,1.7821636185360787,0.5902746190617881,0.2168610369829383,0.44211666531347293,0.2502439325736485,-1.139754428156706,-1.3414451577996975,1.8868281121242367,368.49,0
220,-0.9896048202585809,-0.12578692009964815,0.055724912288694604,1.0941915184709485,-1.6924646297148194,1.5295503194606137,-0.15800789857898942,-0.42688106994742003,-1.0121043752601675,-1.6548566718657693,0.8231705839619146,0.07331796718840389,-1.2899608997410539,-1.295078772063616,-0.3357846992901282,1.669021525289393,-0.2595913513636048,-1.5031429531181062,-0.24574306408594432,-0.2727235697476705,-2.6968866429415717,-0.05429486651781221,-0.23093453020867796,0.6962063648134184,1.8489560949453452,1.1265650295477574,-0.26888869055483056,-1.1065259087416703,43.59,0
230,0.0006991175571747527,0.1582559809533675,-0.6775662127337071,0.14928656347247762,-0.7825437052344801,0.6742804687467753,-0.11484401948302342,0.1550366235955187,2.569926839690334,-1.1071044546000215,1.388582269040288,-2.6593513570493728,-2.078376654918943,-1.2406400776875708,-1.1775283652749364,0.20370179813884956,0.28984226416846787,-0.2548212683723646,-0.14987796676246168,0.5277647609316608,0.8332238776207417,-1.326539016109759,-0.3618909712330037,-0.06958982291301025,0.4853159965604532,-0.7726671422734709,-0.08922117559367017,0.029983634527157816,111.76,0
240,0.7216720640432351,-1.1290517712172292,-0.5245202662797737,0.48937456122791806,-1.2221278088919454,0.7129984301723881,-0.24032539815813503,-0.3748208075495975,0.7109599682034915,0.44426331148603976,-0.3609661658190799,1.159329803364248,-1.0810633275998973,0.6159356069442637,0.5931012579683838,-0.3095464393139903,0.326133022242118,-1.251113576385303,0.924027019206901,-0.18490213644298903,-0.5227230205190395,1.0490092258368893,-0.7043436905427592,-1.4084612963635597,-1.5566291735239037,0.6060099513456396,-1.280429352496283,1.7547941819843647,276.47,0
250,-1.7534694162506628,-0.5449222349589087,0.9718226901727355,-0.03095825063657335,-0.3357150728865708,1.3460442074647172,2.155239538433073,0.6722572844137722,-0.6228545031012834,-0.4181430340092719,-1.2884473797573248,0.10081742225405217,-1.6295929859763272,0.5518636553095008,2.0055740456399533,0.7175915797930499,-0.4691477201949346,0.5269374126317904,1.620533445165877,1.5704946352611389,-1.0037578915633707,0.5102963895823233,-0.1581014900701986,0.8065932479136867,0.38361395381677077,-2.3697214094844474,-0.34801308629683886,0.1985583628962918,301.97,1
260,-0.6115178029919482,-1.4066610968482223,-0.9232332461109043,-1.3516846056163336,-0.9758732529773327,1.0536417966078395,-0.949398888831943,2.632382064837391,0.4933179008808892,0.1848361236948739,-0.8583577801812136,0.7003098794089914,-0.5756378262377739,0.12200981464536144,2.5600845382687947,-0.09605989972464987,1.1492733262856758,-0.7031764251258874,-0.0349884904969617,1.77080063563551,-0.6269670577877674,1.8124485579969287,0.7077519354554754,-0.5624667758942676,0.632407739055521,0.9725544496267299,0.6218099622171964,-1.5702247198904564,181.13,0
270,-1.3193478891374055,-0.22624521900867614,1.0645686780266999,0.11960566888706947,0.8166985177135699,0.6186619597099322,1.286268613404601,1.0622098509137117,-0.4537443085364418,0.6329416337934651,-1.5265518616977465,-0.057904907337784896,0.8184847346385397,0.13384765424599987,0.4466397315170858,-0.21327237596579143,1.1290694375351427,-0.08041577370899264,-0.46545018240405345,0.8865174125690543,-1.40515992236446,0.501033343517345,-1.0424848742271386,1.2779268292381651,-0.26102725324679543,0.13498472081968857,0.4125703966441225,-1.9296845963141573,395.57,0
280,1.0318445394686349,-1.485560373036972,0.26705026586925884,0.889630795623437,0.08228398927542419,1.0654803750653512,-0.5172884501003722,1.40934744018558,2.2988981236192503,-0.36283856043965906,-0.4455025214007718,1.453384477117701,1.5795721457307124,-0.5228600271532683,-0.42018681709585726,-0.2817846088605072,-1.344450511034277,-0.9186519464841982,-1.0041407667520679,-0.7677975651041284,-0.03468488738678118,0.23421473253652075,1.5505004928140769,-0.998354040738791,0.9843223984765838,-0.21398884422550896,-0.04946370965243295,0.6748194921666038,307.09,0
290,1.167102914383636,1.6211085577877153,-1.569960337657343,0.07396296407356806,-0.5175336509082241,-0.5989243965593357,0.5553768168069081,-0.6228704964232837,-0.49596904632647065,-0.16811489562529364,-0.3733992683765694,-1.1735702070121252,0.795906504847474,1.0485309385076005,0.34361858953521734,-0.3765526510222658,-0.7052107363297812,-0.7036200629264463,2.3573763650327084,0.937838301566644,-0.8401100785833383,0.16469782743714056,-0.36253502509936236,0.5838003761562907,0.5434991027893419,1.083609653905471,-0.8505564586621955,0.10473529863813051,204.82,0
300,-1.3793192280145272,-0.7309300399419191,-0.033126972873797095,1.7945578635177877,-0.5176112990361714,0.2237879516388985,-0.016422896072752075,1.188393273448084,2.5269324258736217,-0.5308687729203206,-0.48943944251822213,1.044160877069072,0.6818914896263114,1.8467073257360336,0.5839281853259639,-0.35929209078705954,0.5906548306923093,1.1087035805829077,0.820482181197364,0.5072740311072977,1.066674689589154,1.1692955904456728,1.3821589910375272,0.6487098875896427,-0.16711808031685435,0.14671368643332283,1.2065089665083568,-0.8169356709872361,81.22,0
310,0.4182525547860004,0.4004120292384369,-0.22571364756933313,0.003414751178410458,0.8177526958760498,-1.4893930596493061,0.02464209842858423,0.08995614812678975,0.7533042690776492,-1.350248411942825,1.4951337455174116,0.2136304244285101,0.26658054669493636,-0.40137975733222647,0.5380223547968438,0.04795405028310565,1.2089819441064658,-1.4414942480636153,0.17554582989050802,0.40851234837742617,-0.1863723943630917,-0.4046658233070462,-0.3629572789687074,0.174639269367828,-1.809958900980706,0.9650149610632297,-0.48013186769585076,0.12780269736678268,435.9,0
320,-0.5589218472715883,0.37721187506452086,1.5655240292343404,-0.0657502610729878,-0.5551995266931984,1.8811570694405901,-1.448013900416244,-2.198805956620082,0.4400144500533324,-0.5020542243526112,-1.0212328171307132,0.7083564472993533,0.24380071377119883,-0.5640786307367284,-1.2803043986708944,0.8724573282801447,0.650201177958661,-0.09917586377938291,1.8466369960476658,-1.0700847663261526,-1.5255251709247388,-0.6919080698812444,-0.045586016355497805,0.24333944932269183,-0.24123605785632987,0.3520553965142968,-1.251539424190444,1.4437646040732595,432.31,0
330,0.5055018106114911,-0.02892488417486995,0.26966935739707076,-0.2300564355963827,0.7077155412496205,0.7225400802900771,0.4599290258221443,0.6075143271495044,-0.9443687775430526,0.32324576290897944,1.2492017674875335,0.4914045670194975,-1.0307175028015232,-0.0497665096490848,0.3749779383397089,-0.7573995168983091,-1.3582711967233527,-0.316097868436527,-0.7408324079677024,-0.014289031389968827,-1.5914046474962884,0.5647010625361558,-0.6346050352933568,0.9957522366813559,-0.27689883979637814,-0.025389046384487156,-0.17303487869691783,-0.6881596901002726,240.49,0
340,-1.5839028234857233,0.7604146561442974,0.7858001586508322,0.42545756178496474,-0.966976143129213,-0.047711356141979855,-0.0036025390905684044,-1.1583646891925428,1.5033983017671506,0.8773622905756714,-0.22096417382966393,0.02688583899453078,0.20838280794755248,-2.0417348684242906,-0.24717738252059693,-0.6819842479977986,-1.0016200098949155,-0.2811002928859549,1.7976865268495226,0.6408428612670098,-0.5711789897827968,0.5725827813561586,1.3993554365860021,0.9246336829127688,0.05963036992017413,-0.6469367777055739,0.6982233136135899,0.3934853854217496,357.33,0
350,-0.5794632740700703,1.0890099817847738,0.11453336621546396,0.9501454709988318,-0.19795312656833047,1.3172782267311858,0.4013436270247898,2.182507024177087,-0.36952161682223,0.2045493960907455,-1.031576246870158,-0.5292982375462199,0.6186865478479057,1.1293244375395006,2.9650103517207222,-0.09662890662322088,-0.9332134076455977,0.7533257603772413,-1.127827220501306,0.5642773880267363,-0.5022557161941238,0.21159497038039327,1.0910461021646674,-0.11073342908069587,0.9328790843286214,0.8731585486191489,-1.8643315283090947,-0.9016007460355724,186.15,0
360,0.22445181855997204,1.0470983026121545,1.6839276914578687,-0.45888426286894,1.0786808334312956,-0.03850846950070721,-0.17262729994081963,0.8836599374866724,0.6523228784134196,-1.5763921569842494,1.4765403497258958,1.3800913541474515,-0.6255627015095294,0.39580353343740904,0.4940301862827388,0.2606737658239071,-0.5503051538454201,-0.6716233679380516,-0.025554070991445278,1.1727290192593647,0.5436001545944323,-0.37061433208610595,0.7716987106483447,-2.8485426206300755,1.1487657003721035,-1.7397137787780996,-0.36244094140313216,-1.1196698946261439,484.74,0
370,0.8072931248110842,-1.245766059099699,1.1077204502817004,-0.7080788661941414,-1.5558986504898955,-0.27239597049980896,-2.0951575226799855,0.25417389224620207,-0.25925044258022556,1.233686921376036,0.6489242105069956,-1.3919963371880102,-0.8383874911178852,0.520664420534209,0.8470790099850345,1.2225009148868804,1.214509285305348,-0.08952261024790559,0.36265562225116893,1.2987385039437964,-0.30330846193594846,0.37972618694012367,-0.3268807796796516,-0.5509481144654271,0.04838511828580344,-0.6875434513395914,-0.13091597276974928,-1.0349548645321327,467.0,0
380,0.07863519031609059,-1.9982006845321076,0.9163276747024814,0.3464884758979927,0.9980101098596522,-2.8962553781936893,2.0883747047807275,-0.13958962815517376,1.1081828167375165,-1.0399059271255309,0.6127739050625697,-1.0534155631736561,-0.6237689606958051,1.9140313538667861,-0.19068240076334658,0.21743287317972287,0.8700677306887542,0.49568188797260465,0.15041890514357642,0.3649610024662254,2.403415585238275,-0.05761879703358539,0.2010990467149675,1.050654396007612,1.1055259329579838,1.1870303055603801,0.6387302220291846,-1.1430049127304835,197.54,0
390,-0.7716283224168784,0.29662831967617553,1.005142573278018,-0.2523800434644497,0.3406000190998585,1.4351815491900517,0.5644029878932662,0.35555062967435275,-1.684785394820462,-0.9337222527402227,1.046920127650012,0.5699503053413824,0.7214662737850742,0.6353969322148971,1.289756528375374,-0.26139992495512276,0.12049995878930102,-1.028674333129084,-1.278022583436376,-1.6437407155880577,-0.8851634989998477,1.552561815489642,-1.5527270678160376,-0.30353598557719785,-1.2931453236461579,-0.600973963003361,0.1696937923520195,-0.7001158732050082,334.44,0
400,-0.6881503451777238,2.2524358053443088,0.9817654869915943,-0.32483138350862245,-2.499405714873573,2.2909425725907417,-1.389572466763596,-1.6453987469568918,1.0225704320096403,2.439752406339273,1.3842728185105182,0.5639091200523596,0.594754341665286,0.8534155587803077,0.7589285897867651,0.2811914239693758,0.10420110395187607,-0.06259312789952241,-0.7539645888666763,-0.28067507686677406,-1.6929568141953855,-0.09833962679474989,-0.9885911071509175,-1.103589317215771,0.17989415115347845,1.3920022863445993,0.918316606002313,-1.570500603623177,358.36,0
410,-0.6033235652217123,-1.5868117155950892,-0.13426810335751052,-0.15922387809671018,-0.969199610313766,0.5510373022425374,1.8466265008304728,0.22228271745828398,0.16047620699884568,-0.9372280488338227,1.397414703060372,-0.07514416681001679,-0.5789632551941708,0.06368839365161598,0.471961333246609,0.1392154086449031,1.2061533956705917,0.38397155254686227,-0.28394181088253484,0.40119221632689,0.49963710112595733,-1.296375919263842,1.1494197282637149,-0.30090401936135913,-0.27532322350543004,0.7513759870759458,0.7471652242595813,-0.7008316788660857,138.13,0
420,-0.2949496782920278,1.2477420726737338,-0.6734906242438685,0.27899416222380197,-0.8353470532597573,2.1451491277733883,-1.1875984190295128,0.3098207102270275,0.6337768809320985,0.41379909745149823,-0.1852876588777083,-0.12982069973342616,0.0438114719791096,-0.14700200162848862,0.9638791167949097,2.2105230015913513,-0.5574917850078336,-1.3698029795790778,-0.08828204835125482,2.5797093376543185,-0.8036745679697308,1.6391168054440675,1.6777008140764407,-0.5535882417079946,0.5689830791852754,1.628396623128538,-0.3791277409874871,-0.20358036010236177,43.74,0
430,-1.100779282836685,-0.7112986247605377,-0.5865640795627187,-0.19753522569696805,-0.7590404472086483,0.033458770992302565,-0.6218183005063913,0.7013730648392228,1.0310629139880534,0.10854267602843841,0.4626263353811024,2.11785594962589,-1.172603256861316,-1.2334681012801056,0.6949979007768748,1.9465428375147655,-0.2604985619387227,1.7268338422187606,0.09643371879348994,-0.6808872820390818,-0.9906923886377034,0.6294135848867876,-0.9149590677826966,0.0812768427670279,1.5834650253840938,-0.3067803928713705,1.3140094746438993,-1.2145434897264067,397.93,0
440,-1.092312764672579,-0.3164084496948019,1.2130976999791834,0.14171691363990474,2.319329539981694,0.39331783939437187,0.1920491164900316,-0.3091164642025014,0.1335409047822823,-0.1524698363805439,0.7081086766885905,0.9567023167945841,-0.7859894605079495,-1.331232953557778,-1.8362053731032966,0.5079913269125437,-1.1033666061738736,-2.152890592952483,0.3885786045309641,2.4929995174327906,-0.006070911539893324,0.8384907744516419,0.08182935854756501,-0.09888965319114267,0.9190764829877686,-0.29027454418865134,0.26739231407190295,0.3216978061960136,395.23,0
450,-0.5071230600565902,-0.23635473708899585,-1.187912808642065,-0.35301605672556224,-1.0365759163562973,1.313068515588715,0.05053581559400609,0.17049723504043077,-0.22514652735002125,0.19757892205140784,2.4648776358576834,-0.3001402843924914,-0.6504130347099937,0.5296931329054426,-2.525718633602488,0.06395678691093298,-0.37171290329290085,-0.9923132660360943,0.5077576703115002,0.053988418445792954,-1.8024089074942171,-0.6465295211924377,-2.8882712051927246,0.293269314133503,0.28329941844015705,-0.7932818938336734,0.5401127116831267,-1.2824986211215224,325.45,0
460,-0.213442870930208,1.490726136849952,0.14866745720211155,-0.33708597111803934,-0.6134026635409398,-0.30246968648812833,-0.38817681854122876,0.1704162223754877,0.1605739810498646,0.0030460201534144695,0.43693816974634986,1.1906462747863413,0.9495541354413237,-1.4848979684499035,-2.553921134901955,0.9343199112392737,-1.366878698415421,-0.22476540189268354,-1.1701130260593595,-1.8019804375800197,0.541462728204788,0.7591551603026468,-0.5765104007267194,-2.59104229214491,-0.5462444482524828,0.3918040054025465,-1.4789115687741288,0.18335991977915564,7.05,0
470,-0.9941062330421927,-0.030938997155624107,-1.960158008293832,2.060558616616052,-1.1930599549102363,-0.04008851265655339,1.1682177218168646,-0.8629053387504985,-2.3026969895447165,-0.4449457601246716,-0.8748203800761191,-2.2763735085920023,0.28488989257219893,0.20709386223295154,1.1423264545383518,-1.1208223655203873,-1.5991364864470128,-0.4067230830465839,-0.08834265900909503,0.9213496029864963,1.4105680050051588,1.2144791339073469,0.27654366689266663,0.799499253504148,-0.6404934347691842,0.1683951924752465,-1.1912901392878061,0.0626853968868732,368.98,0
480,2.013387247526623,0.13653533108273744,-0.3653215513121087,0.1846803058649084,-1.3471262895296965,-0.9716140385106515,1.2004139079444254,-0.6568942789713957,-1.0469109826819396,0.5366527525272862,1.185704154662997,0.7189533106650667,0.9960476858058164,-0.7567950885694608,-1.4218106667418438,1.5013336519554867,-0.32267983884213575,-0.25083301645504735,1.328194141849058,0.5562300094006599,0.45588777208160763,2.165002344901084,-0.643518230380143,0.9278401280812372,0.0570131248970845,0.26859227886325693,1.5284684264125317,0.5078357562896237,406.07,0
490,-0.8537365346849118,0.35920940045784094,0.5568208407749982,-0.21037015856104574,-0.5947762545556623,-1.2812976734768549,-1.7377297550512922,-1.947883513321163,0.5794425728672615,0.1476993252267769,-0.4838111315410965,-0.3314562977246389,0.21047054153048458,-0.16456307100859416,-1.3405531800038282,0.9130002202742996,0.3041261706698093,0.2658984798138483,0.8375627033583725,-0.8136453560596746,1.213731437725842,-0.14004285194223806,0.8885988803308748,0.7344490334876547,-1.038801828002556,0.5029004049141359,0.32627467084668543,0.030311657494342222,468.76,0
500,0.3996879517526416,-0.651356893791829,-0.5286166817497568,0.5863640187550933,1.2382830714336357,0.02127157673606165,0.3088330125989638,1.702214944635238,0.24075317948856828,2.601683114180395,0.5655096456315442,-1.7607627591558177,0.7533416211045325,0.38115838488277776,1.2897527540827456,0.6731813512699584,-0.13845598398377382,-1.2242982362893657,-0.20902325728602528,-0.8505204542093001,-0.5805234498047227,0.5885784044206096,1.6699045043514062,0.3946715298229811,-1.1958830620351844,0.4446026682201407,1.196631486645651,-0.6097829043193822,277.56,1
